artist|cleaned genre|original genre
AVENGED SEVENFOLD|rock|metalcore
KARMIN|pop|pop
ROCKO|hip-hop|rap
KE$HA|pop|pop
SEAN KINGSTON|rnb / soul|rnb
ICONA POP|electronic|electronic
THE WANTED|pop|pop
FANTASIA|rnb / soul|rnb
EMBLEM3|pop|pop
ROSS LYNCH|pop|pop
PANIC AT THE DISCO|rock|rock
TIM McGRAW with TAYLOR SWIFT|country / folk|country
EMELI SANDE|rnb / soul|soul
2 CHAINZ|hip-hop|hip-hop
KREWELLA|electronic|dubstep
BAAUER|hip-hop|trap
ACE HOOD|hip-hop|rap
MICHELLE CHAMUEL|the voice|the voice
USHER|rnb / soul|rnb
JACK JOHNSON|acoustic|acoustic
AMBER CARRINGTON|the voice|the voice
FABOLOUS|hip-hop|hip-hop
HADOUKEN!|new rave|new rave
GLORIANA|country / folk|country
OLLY MURS|pop|pop
DANIELLE BRADBERRY|country / folk|country
ZACH SOBIECH|country / folk|singer-songwriter
KELLY ROWLAND|rnb / soul|rnb
FERGIE|pop|pop
FUN.|pop|indie pop
CANDICE GLOVER|rnb / soul|soul
LUPE FIASCO|hip-hop|hip-hop
YOUNG JEEZY|hip-hop|rap
SWEDISH HOUSE MAFIA|electronic|house
RAY J|rnb / soul|rnb
ARIANNA|méxico|méxico
TRINIDAD JAMES|hip-hop|hip-hop
OF MONSTERS AND MEN|rock|indie
WE THE KINGS|pop|pop punk
MUSE|rock|alternative rock
JONAS BROTHERS|pop|pop
ALICIA KEYS|rnb / soul|soul
JONN HART|hip-hop|hip-hop
BRITT NICOLE|pop|pop
CHIEF KEEF|hip-hop|hip-hop
MICHAEL BUBLE|jazz|jazz
ALABAMA SHAKES|rock|blues
GOTYE|rock|indie
GARY ALLAN|country / folk|country
JOE BUDDEN|hip-hop|hip-hop
CASEY JAMES|american idol|american idol
TIM McGRAW & TAYLOR SWIFT|country / folk|country
CHRIS CAGLE|country / folk|country
THE LONELY ISLAND|comedy|comedy
PASSION PIT|electronic|electronic
THE BARDEN BELLAS|soundtrack|soundtrack
THE BARDEN BELLAS|soundtrack|soundtrack
ALEX CLARE|electronic|dubstep
GAME|hip-hop|rap
LIFEHOUSE|rock|rock
ANNE HATHAWAY|soundtrack|soundtrack
BRIDGIT MENDLER|pop|pop
GREG BATES|country / folk|country
SAMANTHA BARKS|soundtrack|soundtrack
CHER LLOYD|pop|pop
KID CUDI|hip-hop|hip-hop
DJ DRAMA|hip-hop|hip-hop
TERRY McDERMOTT|rock|rock
50 CENT|hip-hop|rap
OWL CITY & CARLY RAE JEPSEN|pop|pop
NICHOLAS DAVID|rnb / soul|soul
MELANIE MARTINEZ|pop|pop
CHRISTINA AGUILERA with BLAKE SHELTON|pop|pop
GRACE POTTER & THE NOCTURNALS|rock|rock
AMANDA BROWN|rock|rock
CHRISTINA AGUILERA|pop|pop
BRANDY|rnb / soul|rnb
KANYE WEST, BIG SEAN, PUSHA T, 2 CHAINZ|hip-hop|hip hop
SAM PALLADIO|country / folk|country
MATCHBOX TWENTY|rock|rock
LOVE AND THEFT|country / folk|country
KEYSHIA COLE|rnb / soul|rnb
KANYE WEST & R. KELLY|hip-hop|hip hop
DIRKS BENTLEY|country / folk|country
GREEN DAY|rock|punk rock
GROUPLOVE|rock|indie
NO DOUBT|rock|rock
NERO|electronic|dubstep
DRIICKY GRAHAM|hip-hop|hip hop
HAVANA BROWN|electronic|dance
CA$HOUT|hip-hop|rap
GYM CLASS HEROES|hip-hop|hip-hop
SLAUGHTERHOUSE|hip-hop|hip-hop
DJ KHALEd|hip-hop|hip-hop
TOBY KEITH|country / folk|country
THE KILLERS|rock|indie
SKRILLEX|electronic|dubstep
M83.|electronic|electronic
DAVE MATTHEWS BAND|rock|rock
LOVERANCE|hip-hop|hip-hop
KIRKO BANGZ|hip-hop|rap
LMFAO|electronic|electronic
TRAVIS PORTER|hip-hop|hip-hop
BTR|bulgarian|bulgarian
MICHEL TELO|sertanejo|sertanejo
WAKA FLOCKA FLAME|hip-hop|hip-hop
JAY SEAN|rnb / soul|rnb
SNOOP DOGG & WIZ KHALIFA|hip-hop|hip-hop
KENNY CHESNEY & TIM McGRAW|hip-hop|hip-hop
TONY LUCCA|country / folk|singer-songwriter
ADAM LEVINE|pop|pop
JERMAINE PAUL|rnb / soul|soul
CHRISTINA AGUILERA & CHRIS MANN|pop|pop
FAT JOE|hip-hop|rap
JULIET SIMMS|rock|alternative rock
JENNIFER HUDSON & NE-YO|rnb / soul|rnb
JAY-Z & KANYE WEST|hip-hop|hip-hop
K'NAAN|hip-hop|hip-hop
MONTGOMERY GENTRY|country / folk|country
OUTASIGHT|hip-hop|hip-hop
SHINEDOWN|rock|rock
MELANIE FIONA|rnb / soul|soul
SEAN PAUL|electronic|dancehall
DIGGY|hip-hop|hip-hop
MARY J. BLIGE|rnb / soul|rnb
DEV|electronic|electronic
BELLA THORNE|electronic|dance
JAY Z & KANYE WEST|hip-hop|hip-hop
BREATHE CAROLINA|electronic|electronic
SELENA GOMEZ & THE SCENE|pop|pop
YOUNG THE GIANT|rock|indie rock
FAR*EAST MOVEMENT|hip-hop|hip-hop
ESTELLE|rnb / soul|rnb
WHITNEY HOUSTON|pop|pop
HOT CHELLE RAE|rock|rock
MARTINA McBRIDE|country / folk|country
DEADMAU5|electronic|house
LINDSEY PAVAO|the voice|the voice
COBRA STARSHIP|pop|pop punk
EDENS EDGE|country / folk|country
VAN HALEN|rock|hard rock
SNOW PATROL|rock|indie
NICKELBACK|rock|rock
MGK|hip-hop|rap
3OH!3|electronic|electronic
V.I.C.|hip-hop|hip-hop
ROSCOE DASH|hip-hop|hip-hop
DEV|electronic|electronic
ALEXANDRA STAN|electronic|dance
MANA|latin|latin
BAD MEETS EVIL|hip-hop|hip-hop
MATT NATHANSON|country / folk|singer-songwriter
FAITH HILL|country / folk|country
RONNIE DUNN|country / folk|country
CHRIS BROWN feat. LUDACRIS|rnb / soul|rnb
RODNEY ATKINS|country / folk|country
NEW BOYZ|hip-hop|hip-hop
MINDLESS BEHAVIOR|hip-hop|hip-hop
JUSTIN BIEBER duet with MARIAH CAREY|mariah carey|mariah carey
BOW WOW|hip-hop|hip-hop
KASKADE|electronic|house
LLOYD|rnb / soul|rnb
BRAD PAISLEY duet with CARRIE UNDERWOOD|country / folk|country
TRACE ADKINS|country / folk|country
EVANESCENCE|rock|rock
TAIO CRUZ|rnb / soul|rnb
IYAZ|rnb / soul|rnb
STEVE HOLY|country / folk|country
KREAYSHAWN|hip-hop|hip-hop
FOO FIGHTERS|rock|rock
BIRDMAN|hip-hop|hip-hop
THE BLACK EYED PEAS|hip-hop|hip-hop
HUGH LAURIE|rock|blues
TONY BENNETT & AMY WINEHOUSE|jazz|jazz
JOJO|pop|pop
PISTOL ANNIES|country / folk|country
TINIE TEMPAH|hip-hop|hip-hop
JASON ALDEAN with KELLY CLARKSON|country / folk|country
MARTIN SOLVEIG & DRAGONETTE|electronic|house
NICOLE SCHERZINGER|pop|pop
FIVE FINGER DEATH PUNCH|rock|metalcore
MAT KEARNEY|country / folk|singer-songwriter
KIRK FRANKLIN|gospel|gospel
CEE LO GREEN|rnb / soul|soul
YC|hip-hop|hip-hop
MARSHA AMBROSIUS|rnb / soul|soul
BELLA THORNE & ZENDAYA|pop|pop
SEETHER|rock|rock
JAVIER COLON|pop|pop
DON OMAR|reggaeton|reggaeton
DIA FRAMPTON|pop|pop
ADAM LEVINE|pop|pop
BLAKE SHELTON|country / folk|country
CHRISTINA AGUILERA|pop|pop
VICCI MARTINEZ|the voice|the voice
VICTORIOUS CAST|pop|pop
XENIA|the voice|the voice
JILL SCOTT|rnb / soul|soul
SHANIA TWAIN|country / folk|country
DR. DRE|hip-hop|hip-hop
CASEY WESTON|country / folk|country
JOE JONAS|pop|pop
DON OMAR & LUCENZO|reggaeton|reggaeton
REJ3CTZ|rock|rock
MY CHEMICAL ROMANCE|rock|rock
REEVE CARNEY|pop|male vocalists
BIG TIME RUSH|pop|pop
ASHTON SHEPHERD|country / folk|country
JORDIN SPARKS|pop|pop
DIDDY - DIRTY MONEY|hip-hop|hip-hop
LIL WAYNE feat CORY GUNZ|hip-hop|rap
THIRTY SECONDS TO MARS|rock|alternative rock
BRIDGIT MENDLER|pop|pop
AKON|hip-hop|hip-hop
DUCK SAUCE|electronic|house
KERI HILSON|rnb / soul|rnb
BRIDGIT MENDLER, ADAM HICKS, NAOMI SCOTT & HAYLEY KIYOKO|soundtrack|soundtrack
REBECCA BLACK|fun fun fun fun|fun fun fun fun
EDWARD MAYA & VIKA JIGULINA|electronic|dance
JENNIFER HUDSON|rnb / soul|rnb
JOSH KELLEY|country / folk|singer-songwriter
SNOOP DOGG featurinG T-PAIN|hip-hop|hip-hop
MARY MARY|gospel|gospel
SARA RAMIREZ|musical|musical
MANN|hip-hop|hip-hop
SUNNY SWEENEY|country / folk|country
CAGE THE ELEPHANT|rock|indie rock
SNOOP DOGG|hip-hop|hip-hop
MIRANDA COSGROVE|pop|pop
GORILLA ZOE|hip-hop|rap
CHRIS MEDINA|pop|pop
SICK PUPPIES|rock|alternative rock
WILLOW|rock|post-rock
AARON LEWIS|rock|alternative rock
THE JANEDEAR GIRLS|country / folk|country
KANYE WEST & JAY-Z|hip-hop|hip-hop
TROOP 41|hip-hop|rap
TWISTA|hip-hop|rap
NEW HOLLOW|rock|alternative rock
PLAIN WHITE T'S|rock|indie
3 DOORS DOWN|rock|rock
RICKY MARTIN|latin|latin
YOLANDA BE COOL & DCUP|electronic|electronic
RISE AGAINST|rock|punk rock
JAMES BLUNT|pop|pop
GARRETT HEDLUND & LEIGHTON MEESTER|soundtrack|soundtrack
YELLOWCARD|rock|punk rock
GWYNETH PALTROW|country / folk|country
MICHAEL JACKSON duet with AKON|pop|pop
REBA|country / folk|country
KANYE WEST feat JAY-Z|hip-hop|hip-hop
MY DARKEST DAYS|rock|alternative rock
THE READY SET|pop|powerpop
JESSE McCARTNEY|pop|pop
WILL.I.AM & NICKI MINAJ|hip-hop|hip-hop
CHIDDY BANG|hip-hop|hip-hop
NATASHA BEDINGFIELD|pop|pop
JAZMINE SULLIVAN|rnb / soul|rnb
MONICA|rnb / soul|rnb
ROCKMAFIA|rock|indie
KINGS OF LEON|rock|rock
HANNAH MONTANA|pop|pop
JOSH THOMPSON|country / folk|country
CALI SWAG DISTRICT|hip-hop|hip-hop
AUBURN|rnb / soul|rnb
A ROCKET TO THE MOON|pop|powerpop
SOULJA BOY TELL'EM|hip-hop|hip-hop
UNCLE KRACKER|rock|rock
GYPTIAN|reggae|reggae
DAVID GUETTA & CHRIS WILLIS|electronic|house
LA ROUX|pop|electropop
SHONTELLE|rnb / soul|rnb
ANTOINE DODSON & THE GREGORY BROTHERS|he gon find you|he gon find you
BOBBY BRACKINS|hip-hop|hip-hop
ROB THOMAS|pop|pop
SOUNDGARDEN|rock|grunge
THE DIRTY HEADS|reggae|reggae
JARON AND THE LONG ROAD TO LOVE|country / folk|country
ASHER ROTH|hip-hop|hip-hop
CLAY WALKER|country / folk|country
SEAN KINGSTON & JUSTIN BIEBER|pop|electropop
TIMBALAND|hip-hop|hip-hop
VV BROWN|rock|indie
JAY-Z|hip-hop|hip-hop
KEVIN RUDOLF|hip-hop|hip-hop
JAHEIM|rnb / soul|rnb
LLOYD BANKS|hip-hop|rap
STEEL MAGNOLIA|country / folk|country
LEE DeWYZE|american idol|american idol
LEE DeWYZE & CRYSTAL BOWERSOX|american idol|american idol
CRYSTAL BOWERSOX|country / folk|singer-songwriter
WILL YOUNG|pop|pop
CHARICE|pop|pop
ERYKAH BADU|rnb / soul|soul
KRIS ALLEN|american idol|american idol
SPOSE|hip-hop|hip-hop
MAXWELL|rnb / soul|soul
THEORY OF A DEADMAN|rock|rock
GLEE CAST feat LEA MICHELE|musical|musical
THE-DREAM|rnb / soul|rnb
ALPHA REV|rock|indie
ORIANTHI|rock|rock
B.O.B.|hip-hop|hip-hop
JAY-Z & ALICIA KEYS|hip-hop|hip-hop
MATISYAHU|reggae|reggae
SADE|rnb / soul|soul
OWL CITY|electronic|electronic
JASON DeRULO|rnb / soul|rnb
DISNEY'S FRIENDS FOR CHANGE|pop|pop
GODSMACK|rock|hard rock
PHOENIX|rock|indie
BOYS LIKE GIRLS|pop|pop punk
SAM ADAMS|hip-hop|rap
MARIO|rnb / soul|rnb
ARTISTS FOR HAITI|michael jackson|michael jackson
DANNY GOKEY|american idol|american idol
CREED|rock|rock
KELLIE PICKLER|country / folk|country
CHRISTOPHER WILDE|pop|pop
K.D. LANG|pop|female vocalists
CHRISTOPHER WILDE|pop|pop
CASCADA|electronic|dance
MARY J. BLIGE|rnb / soul|rnb
JUSTIN TIMBERLAKE & MATT MORRIS|pop|pop
NICK JONAS & THE ADMINISTRATION|pop|pop
SHINY TOY GUNS|electronic|electronic
SHERYL CROW|pop|female vocalists
JAY-Z, BONO, THE EDGE & RIHANNA|rock|rock
EDDIE VEDDER|country / folk|singer-songwriter
JASON MICHAEL CARROLL|country / folk|country
THREE DAYS GRACE|rock|alternative rock
JAY-Z, RIHANNA & KANYE WEST|hip-hop|hip-hop
ESTER DEAN|rnb / soul|rnb
SELENE GOMEZ & THE SCENE|pop|pop
30 SECONDS TO MARS|rock|alternative rock
MICHAEL FRANTI & SPEARHEAD|seen live|seen live
KENNY CHESNEY with DAVE MATTHEWS|country / folk|country
LEONA LEWIS|pop|pop
LeTOYA|rnb / soul|rnb
SUSAN BOYLE|pop|female vocalists
FRANCESCA BATTISTELLI|christian|christian
ANYA MARINA|rock|indie
PLEASURE P|rnb / soul|rnb
CHAMILLIONAIRE|hip-hop|rap
BROOKS & DUNN|country / folk|country
WONDER GIRLS|pop|k-pop
FIVE FOR FIGHTING|rock|alternative
DORROUGH MUSIC|hip-hop|hip-hop
DARRYL WORLEY|country / folk|country
ALICE IN CHAINS|rock|grunge
KEYSHIA COLE & MONICA|rnb / soul|rnb
THE ALL-AMERICAN REJECTS|rock|rock
DAVID COOK|rock|rock
GINUWINE|rnb / soul|rnb
JACK INGRAM|country / folk|country
PARACHUTE|pop|pop
THREE 6 MAFIA|hip-hop|rap
SKILLET|rock|christian rock
JESSIE JAMES|pop|pop
THE PUSSYCAT DOLLS|pop|pop
MATT & KIM|seen live|seen live
CAROLINA LIAR|rock|indie rock
THE TING TINGS|rock|indie
KRISTINIA DeBARGE|pop|pop
MICHELLE BRANCH|pop|pop
REBA McENTIRE|country / folk|country
BEASTIE BOYS|hip-hop|hip-hop
FAST LIFE YUNGSTAZ (F.L.Y.)|hip-hop|hip-hop
MAINO|hip-hop|rap
HANNAH MONTANA & DAVID ARCHULETA|pop|pop
DEMI LOVATO & SELENA GOMEZ|pop|pop
ALAN JACKSON|country / folk|country
HURRICANE CHRIS|hip-hop|rap
THE VERONICAS|rock|pop rock
ALL TIME LOW|pop|pop punk
MADCON|hip-hop|hip-hop
MITCHEL MUSSO|pop|pop
MUSIQ SOULCHILD|rnb / soul|soul
K'JON|rnb / soul|rnb
YUNG L.A.|hip-hop|hip-hop
LEIGHTON MEESTER|pop|pop
PAULA ABDUL|pop|pop
A.R. RAHMAN|soundtrack|soundtrack
CHRISETTE MICHELE|rnb / soul|soul
THE DREAM|the-dream|the-dream
GS BOYZ|hip-hop|rap
MIKE JONES|hip-hop|rap
CHARLIE WILSON|rnb / soul|rnb
LILY ALLEN|pop|pop
THE WHITE TIE AFFAIR|pop|powerpop
BILLY RAY CYRUS|country / folk|country
DAY 26|rnb / soul|rnb
JOHN RICH|country / folk|country
MIMS|hip-hop|hip-hop
SILVERSUN PICKUPS|rock|indie rock
ASHLEY TISDALE|pop|pop
MGMT|electronic|electronic
FLO-RIDA feat NE-YO|hip-hop|hip-hop
PAPA ROACH|rock|rock
FLO-RIDA|hip-hop|hip-hop
KENNY CHESNEY with MAC McANALLY|country / folk|country
BOBBY VALENTINO|rnb / soul|rnb
LEE ANN WOMACK|country / folk|country
THRIVING IVORY|rock|alternative rock
FRAMING HANLEY|rock|alternative rock
BROOKE WHITE|american idol|american idol
RON BROWZ|hip-hop|hip-hop
A R RAHMAN & M.I.A.|soundtrack|soundtrack
COLDPLAY with JAY-Z|rock|rock
SPECTACULAR! CAST|soundtrack|soundtrack
THE OFFSPRING|rock|punk rock
BRUCE SPRINGSTEEN|rock|rock
SAVING ABEL|rock|alternative rock
PAT GREEN|country / folk|country
APOCALYPTICA|rock|symphonic metal
JAMEY JOHNSON|country / folk|country
JAY-Z & T.I.|hip-hop|hip-hop
DAVID ARCHULETA|pop|pop
O.A.R.|rock|rock
METRO STATION|electronic|electronic
HINDER|rock|rock
THE ROCK HEROES|rock|kid rock
THE RED JUMPSUIT APPARATUS|rock|alternative
AVANT|rnb / soul|rnb
COMMON|hip-hop|hip-hop
SECONDHAND SERENADE|acoustic|acoustic
GAVIN ROSSDALE|rock|rock
KENNY CHESNEY with THE WAILERS|country / folk|country
SAVAGE|pop|80s
SLIM|russian rap|russian rap
M.I.A.|hip-hop|hip-hop
GUNS N'ROSES|rock|hard rock
JIMMY WAYNE|country / folk|country
JACK WHITE|rock|rock
BUCKY COVINGTON|country / folk|country
KARDINAL OFFISHALL|hip-hop|hip-hop
REHAB|hip-hop|hip-hop
BUCKCHERRY|rock|hard rock
VARIOUS ARTISTS|electronic|electronic
METALLICA|rock|thrash metal
ZAC EFFRON|pop|pop
CHUCK WICKS|country / folk|country
HEIDI NEWFIELD|country / folk|country
SEPTEMBER|electronic|dance
RAY LaMONTAGNE|country / folk|folk
KEITH ANDERSON|country / folk|country
YUNG BERG|hip-hop|hip-hop
OASIS|pop|britpop
DJ KHALED feat AKON|hip-hop|hip-hop
LL COOL J|hip-hop|hip-hop
LIL' WAYNE|hip-hop|rap
DAVID BANNER|hip-hop|rap
THE LOST TRAILERS|country / folk|country
ARTISTS STAND UP TO CANCER|american|american
JOSHUA RADIN|acoustic|acoustic
HIT MASTERS|party music|party music
SHWAYZE|hip-hop|hip-hop
HIGH SCHOOL MUSICAL 3 CAST|pop|pop
DUFFY|rnb / soul|soul
MARVIN SAPP|gospel|gospel
JORDIN SPARKS duet with CHRIS BROWN|pop|pop
STAIND|rock|rock
FLOBOTS|hip-hop|hip-hop
COLBY O'DONIS|rnb / soul|rnb
HOT STYLZ|hip-hop|rap
GOO GOO DOLLS|rock|rock
DANITY KANE|pop|pop
MELISSA LAWSON|contemporary country|contemporary country
NEW KIDS ON THE BLOCK|pop|pop
JESSICA SIMPSON|pop|pop
DEMI LOVATO & JOE JONAS|pop|pop
FLEX|panama|panama
RAY J|rnb / soul|rnb
JOSH GRACIN|country / folk|country
MERYL STREEP|soundtrack|soundtrack
FLYLEAF|rock|alternative rock
JULIANNE HOUGH|country / folk|country
JAMES OTTO|country / folk|country
VANESSA HUDGENS|pop|pop
CAST OF CAMP ROCK|disney|disney
ASHANTI|rnb / soul|rnb
2 PISTOLS|hip-hop|hip-hop
DEATH CAB FOR CUTIE|rock|indie
PHIL VASSAR|country / folk|country
YAEL NAIM|pop|female vocalists
DJ LAZ|hip-hop|hip-hop
RAHEEM DeVAUGHN|neo-soul|neo-soul
PUDDLE OF MUDD|rock|rock
FERRAS|pop|pop
FINGER ELEVEN|rock|alternative rock
KATE VOEGELE|pop|female vocalists
CHERISH|rnb / soul|rnb
C-SIDE|hip-hop|hip-hop
JEWEL|pop|female vocalists
WEBBIE|hip-hop|rap
LIL MAMA|hip-hop|hip-hop
SHAWTY LO|hip-hop|rap
AUGUSTANA|rock|alternative
G UNIT|hip-hop|rap
J. HOLLIDAY|rnb / soul|rnb
AMERICAN IDOL TOP 8|christian|christian
DAY26|rnb / soul|rnb
RADIOHEAD|rock|alternative
R.E.M.|rock|rock
ENUR|electronic|dance
RYAN LESLIE|rnb / soul|rnb
PAULA ABDUL & RANDY JACKSON|electronic|electronic
WYCLEF JEAN|hip-hop|hip-hop
GNARLS BARKLEY|rnb / soul|funk
DOLLA|hip-hop|rap
ALY & AJ|pop|pop
BABY BASH|hip-hop|hip-hop
GLEN HANSARD & MARKETA IRGLOVA|country / folk|folk
DJ FELLI FEL|hip-hop|hip-hop
SANTANA|rock|rock
BILLY RAY CYRUS with MILEY CYRUS|country / folk|country
SOULJA BOY|hip-hop|hip-hop
CELINE DION & JOSH GROBAN|duet|duet
AMY WINEHOUSE|rnb / soul|soul
LENNY KRAVITZ|rock|rock
BOW WOW & OMARION|rnb / soul|rnb
THE LAST GOODNIGHT|rock|rock
MICHAEL JACKSON with AKON|pop|pop
PLAYAZ CIRCLE|hip-hop|rap
DRAGONFORCE|rock|power metal
GOOD CHARLOTTE|rock|punk rock
CASSIDY|hip-hop|hip-hop
MICHAEL CERA & ELLEN PAGE|soundtrack|soundtrack
ALVIN AND THE CHIPMUNKS|comedy|comedy
CELINE DION|pop|pop
FEIST|pop|female vocalists
LANDON PIGG|rock|indie
CHINGY|hip-hop|rap
J. HOLIDAY|rnb / soul|rnb
JUANES|latin|latin
LeANN RIMES|country / folk|country
WISIN & YANDEL|reggaeton|reggaeton
CSS|electronic|electronic
ELLIOTT YAMIN|pop|pop
SPICE GIRLS|pop|pop
SERJ TANKIAN|rock|alternative metal
KAT DELUNA|rnb / soul|rnb
REBA McENTIRE duet with KELLY CLARKSON|country / folk|country
UGK|dirty south|dirty south
MAROON5|rock|rock
CUPID|rnb / soul|rnb
SWIZZ BEATZ|hip-hop|hip-hop
R. KELLY duet with USHER|alta-tensao|alta-tensao
SHOP BOYZ|hip-hop|hip-hop
DOWN AKA KILO|hip-hop|hip hop
NELLY FURTADO|pop|pop
PAULA DeANDA|pop|pop
HIGH SCHOOL MUSICAL 2 CAST|disney|disney
ZAC EFRON & VANESSA ANNE HUDGENS|pop|pop
YUNG JOC|hip-hop|rap
TIM McGRAW with FAITH HILL|country / folk|country
EVE|hip-hop|hip-hop
ZAC EFRON|pop|pop
LIL BOOSIE|hip-hop|rap
CORBIN BLEU & LUCAS GRABEEL|pop|pop
ASHLEY TISDALE & LUCAS GRABEEL|pop|pop
TRACY LAWRENCE|country / folk|country
THE WHITE STRIPES|rock|rock
TIMBALAND feat NELLY FURTADO & JUSTIN TIMBERLAKE|hip-hop|hip-hop
EMERSON DRIVE|country / folk|country
HUEY|hip-hop|rap
BONE THUGS-N-HARMONY|hip-hop|hip-hop
CAST OF HAIRSPRAY|musical hairspray|musical hairspray
BEYONCE & SHAKIRA|rnb / soul|rnb
UNK|hip-hop|hip-hop
PAUL McCARTNEY|rock|classic rock
CRIME MOB|hip-hop|rap
DASHBOARD CONFESSIONAL|emo|emo
THE SMASHING PUMPKINS|rock|alternative rock
OZZY OSBOURNE|rock|heavy metal
DIDDY|hip-hop|hip-hop
BLAKE LEWIS|pop|pop
BABY BOY DA PRINCE|hip-hop|rap
INDIA.ARIE|rnb / soul|soul
FREAK NASTY|hip-hop|rap
KATHARINE McPHEE|pop|pop
JOSH GROBAN|classical|classical
PAUL WALL|hip-hop|rap
LUMIDEE|rnb / soul|rnb
INCUBUS|rock|alternative rock
JOE|rnb / soul|rnb
PRETTY RICKY|rnb / soul|rnb
RICH BOY|hip-hop|rap
BLUE OCTOBER|rock|alternative rock
YOUNG BUCK|hip-hop|rap
RIHANNA & SEAN PAUL|pop|pop
BRANDI CARLILE|pop|female vocalists
BJORK|electronic|electronic
GOOD CHARLOTTE feat M. SHADOWS & SYNYSTER GATES|rock|punk rock
JIM JONES|hip-hop|rap
MODEST MOUSE|rock|indie
MARQUES HOUSTON|rnb / soul|rnb
HELLOGOODBYE|rock|indie
JOSS STONE|rnb / soul|soul
REGINA SPEKTOR|pop|female vocalists
THE FRATELLIS|rock|indie
JIBBS|hip-hop|rap
NINE INCH NAILS|industrial|industrial
AMY WINEHOUSE feat GHOSTFACE KILLAH|hip-hop|rap
DIXIE CHICKS|country / folk|country
KORN|rock|nu metal
KT TUNSTALL|pop|female vocalists
ANNASOPHIA ROBB|pop|pop
CORINNE BAILEY RAE|rnb / soul|soul
JORDAN PRUITT|pop|pop
CORBIN BLEU|pop|pop
LIL' BOOSIE|hip-hop|rap
NORAH JONES|jazz|jazz
THE NAKED BROTHERS BAND|rock|brutal death metal
TRENT TOMLINSON|country / folk|country
STONE SOUR|rock|hard rock
LIL SCRAPPY|hip-hop|rap
THE SHINS|rock|indie
THE WRECKERS|country / folk|country
PETEY PABLO|hip-hop|hip-hop
CARTEL|pop|pop punk
U2 & GREEN DAY|rock|rock
BIRDMAN & LIL WAYNE|hip-hop|hip-hop
EMINEM, 50 CENT, LLOYD BANKS & CASHIS|hip-hop|rap
AFI|punk|punk
THREE 6 MAFFIA|hip-hop|rap
LADY SOVEREIGN|grime|grime
WEBSTAR & YOUNG B|hip-hop|hip-hop
SARAH McLACHLAN|pop|female vocalists
HEARTLAND|rock|hard rock
RBD|pop|pop
JOSH GROBAN|classical|classical
LONESTAR|country / folk|country
MARIO VAZQUEZ|rnb / soul|rnb
BROOKE HOGAN|pop|pop
YING YANG TWINS|hip-hop|rap
LYFE JENNINGS|rnb / soul|rnb
LIONEL RICHIE|rnb / soul|soul
CHRIS CORNELL|rock|rock
SHAREEFA|rnb / soul|rnb
(+44)|rock|punk rock
BOWLING FOR SOUP|pop|pop punk
FRANKIE J|rnb / soul|rnb
ALEJANDRO SANZ|spanish|spanish
RUBEN STUDDARD|rnb / soul|rnb
TOBY LOVE|bachata|bachata
E-40|hip-hop|rap
JOHN MELLENCAMP|rock|rock
CASSIE|rnb / soul|rnb
TENACIOUS D|rock|rock
FORT MINOR|hip-hop|hip-hop
YOUNG DRO|hip-hop|rap
NICK LACHEY|pop|pop
BROOKS|electronic|electronic
THE RACONTEURS|rock|rock
CHAM|electronic|dancehall
BROWN BOY|chicano rap|chicano rap
PAULINA RUBIO|latin|latin
KELIS|rnb / soul|rnb
DANIEL POWTER|pop|pop
THE PACK|hyphy|hyphy
PARIS HILTON|rock|brutal death metal
KEANE|pop|britpop
THE CHEETAH GIRLS|pop|pop
OUTKAST|hip-hop|hip-hop
FIELD MOB|hip-hop|hip-hop
ANNA NALICK|pop|female vocalists
TAKING BACK SUNDAY|emo|emo
ASHLEE SIMPSON|pop|pop
JEANNIE ORTEGA|rnb / soul|rnb
CHEYENNE KIMBALL|rock|pop rock
TAYLOR HICKS|rnb / soul|soul
AUDIOSLAVE|rock|rock
LUSTRA|rock|punk rock
ASHLEY PARKER ANGEL|pop|pop
SHAWNNA|hip-hop|rap
ANGELS AND AIRWAVES|rock|alternative
RAKIM & KEN-Y|reggaeton|reggaeton
ANTHONY HAMILTON|rnb / soul|soul
TOM PETTY|rock|classic rock
BUBBA SPARXXX|hip-hop|hip-hop
DEM FRANCHIZE BOYS|hip-hop|rap
KENNY ROGERS|country / folk|country
DJ KHALED ft LIL WAYNE|hip-hop|hip-hop
SAVING JANE|pop|pop
CHRISTINA MILIAN|rnb / soul|rnb
BO BICE|american idol|american idol
TEDDY GEIGER|acoustic|acoustic
ICE CUBE|hip-hop|rap
CHRIS DAUGHTRY|rock|rock
JAGGED EDGE|rnb / soul|rnb
GHOSTFACE KILLAH|hip-hop|hip-hop
MARY J. BLIGE & U2|rock|rock
50 CENT & OLIVIA|hip-hop|rap
HEATHER HEADLEY|rnb / soul|soul
THE AFTERS|rock|christian rock
ALL-AMERICAN REJECTS|rock|rock
SHERYL CROW & STING|pop|female vocalists
REMY MA|hip-hop|rap
ANAIS|french|french
BLACK EYED PEAS|hip-hop|hip-hop
YEAH YEAH YEAHS|rock|indie
JUVENILE|hip-hop|rap
JUELZ SANTANA|hip-hop|rap
LIL' ROB|chicano rap|chicano rap
D4L|hip-hop|hip-hop
10 YEARS|rock|alternative rock
PURPLE RIBBON ALL-STARS|hip-hop|hip-hop
BIRD YORK|pop|female vocalists
HIM|rock|love metal
